BETA,CI95_LOWER,CI95_UPPER,CI_SEMANTICS,CR2_SE,CROP,CROP_CODE,EFFECTIVE_DF_FLAG,ER1_BETA_REFERENCE,ER1_SIGN,ER1_VARIABLE,HOLM_FAMILY_SIZE,HOLM_P,INTERPRETATION,MULTIPLICITY,PRIMARY_REPLACEMENT,P_TWO_SIDED,R2_SIGN,SATTERTHWAITE_DF,SIGN_AGREEMENT,SOURCE_COLUMN,T,VARIABLE,WINDOW
-0.090055789559416288,-0.36287872640897151,0.18276714729013893,UNADJUSTED_95_PERCENT_CR2_SATTERTHWAITE,0.13133695129530842,RICE,14010020000,NONE,0.0011037394218762486,1,RAIN_ANOM_MM,3,1,ONE_LOCAL_CLIMATE_SD_CHANGE_IN_NATIVE_CROP_YIELD_UNITS,HOLM_STEP_DOWN_WITHIN_CROP_R2_COEFFICIENT_P_VALUES,PROHIBITED,0.50027464026149193,-1,21.395641028926814,FALSE,RAIN_Z,-0.68568509220933338,RAIN_Z,RICE_FLOWERING_95_110_DAS
-0.098822405942087688,-0.4005488446066901,0.20290403272251473,UNADJUSTED_95_PERCENT_CR2_SATTERTHWAITE,0.14659171895313092,RICE,14010020000,NONE,0.0089764891920362522,1,TMAX_ANOM_C,3,1,ONE_LOCAL_CLIMATE_SD_CHANGE_IN_NATIVE_CROP_YIELD_UNITS,HOLM_STEP_DOWN_WITHIN_CROP_R2_COEFFICIENT_P_VALUES,PROHIBITED,0.50633830355816167,-1,25.305755834425867,FALSE,TMAX_Z,-0.67413361851417886,TMAX_Z,RICE_FLOWERING_95_110_DAS
0.11951972828045898,-0.14154546486035313,0.38058492142127109,UNADJUSTED_95_PERCENT_CR2_SATTERTHWAITE,0.12603301925792995,RICE,14010020000,NONE,0.091437121470065885,1,TMIN_ANOM_C,3,1,ONE_LOCAL_CLIMATE_SD_CHANGE_IN_NATIVE_CROP_YIELD_UNITS,HOLM_STEP_DOWN_WITHIN_CROP_R2_COEFFICIENT_P_VALUES,PROHIBITED,0.35305819506383207,1,22.4619168114817,TRUE,TMIN_Z,0.9483207574029362,TMIN_Z,RICE_FLOWERING_95_110_DAS
0.063319838916527593,-0.11623950252303947,0.24287918035609465,UNADJUSTED_95_PERCENT_CR2_SATTERTHWAITE,0.087135465722258429,MAIZ_AMARILLO_DURO,14010070000,NONE,0.00012564522471647521,1,RAIN_ANOM_MM,3,0.94848814633017708,ONE_LOCAL_CLIMATE_SD_CHANGE_IN_NATIVE_CROP_YIELD_UNITS,HOLM_STEP_DOWN_WITHIN_CROP_R2_COEFFICIENT_P_VALUES,PROHIBITED,0.47424407316508854,1,24.727073697118215,TRUE,RAIN_Z,0.72668273924601035,RAIN_Z,MAD_MPLUS1_MPLUS3
0.17596192729932392,0.013181244688807714,0.33874260990984012,UNADJUSTED_95_PERCENT_CR2_SATTERTHWAITE,0.079639803276613047,MAIZ_AMARILLO_DURO,14010070000,NONE,0.23699616341331953,1,TMAX_ANOM_C,3,0.10522573342875251,ONE_LOCAL_CLIMATE_SD_CHANGE_IN_NATIVE_CROP_YIELD_UNITS,HOLM_STEP_DOWN_WITHIN_CROP_R2_COEFFICIENT_P_VALUES,PROHIBITED,0.035075244476250836,1,29.420253075105276,TRUE,TMAX_Z,2.2094721490980471,TMAX_Z,MAD_MPLUS1_MPLUS3
-0.097433395128720179,-0.42524153076280624,0.23037474050536588,UNADJUSTED_95_PERCENT_CR2_SATTERTHWAITE,0.16019375255454527,MAIZ_AMARILLO_DURO,14010070000,NONE,-0.087388917881000228,-1,TMIN_ANOM_C,3,0.94848814633017708,ONE_LOCAL_CLIMATE_SD_CHANGE_IN_NATIVE_CROP_YIELD_UNITS,HOLM_STEP_DOWN_WITHIN_CROP_R2_COEFFICIENT_P_VALUES,PROHIBITED,0.54783246385242879,-1,28.647654589539179,TRUE,TMIN_Z,-0.60822219078452855,TMIN_Z,MAD_MPLUS1_MPLUS3
1.5780076354858235,0.12251176668743402,3.0335035042842131,UNADJUSTED_95_PERCENT_CR2_SATTERTHWAITE,0.68898435350473908,MANGO,13010210000,NONE,-0.0017475498782406618,-1,RAIN_ANOM_MM,3,0.1058657621817566,ONE_LOCAL_CLIMATE_SD_CHANGE_IN_NATIVE_CROP_YIELD_UNITS,HOLM_STEP_DOWN_WITHIN_CROP_R2_COEFFICIENT_P_VALUES,PROHIBITED,0.035288587393918866,1,16.718612036130807,FALSE,RAIN_Z,2.2903388552421884,RAIN_Z,MANGO_MAY_JUN_CURRENT_YEAR
1.2184114543446949,-0.4023428670331608,2.8391657757225506,UNADJUSTED_95_PERCENT_CR2_SATTERTHWAITE,0.7780978180110848,MANGO,13010210000,NONE,0.55634150583162256,1,TMAX_ANOM_C,3,0.13271315137153492,ONE_LOCAL_CLIMATE_SD_CHANGE_IN_NATIVE_CROP_YIELD_UNITS,HOLM_STEP_DOWN_WITHIN_CROP_R2_COEFFICIENT_P_VALUES,PROHIBITED,0.13271315137153492,1,20.458604454447489,TRUE,TMAX_Z,1.5658846820302192,TMAX_Z,MANGO_MAY_JUN_CURRENT_YEAR
2.8896096086518654,0.042631551115183353,5.736587666188548,UNADJUSTED_95_PERCENT_CR2_SATTERTHWAITE,1.3646626633168089,MANGO,13010210000,NONE,0.65834191561220345,1,TMIN_ANOM_C,3,0.1058657621817566,ONE_LOCAL_CLIMATE_SD_CHANGE_IN_NATIVE_CROP_YIELD_UNITS,HOLM_STEP_DOWN_WITHIN_CROP_R2_COEFFICIENT_P_VALUES,PROHIBITED,0.046971346483285284,1,19.962633899260148,TRUE,TMIN_Z,2.1174534090561821,TMIN_Z,MANGO_MAY_JUN_CURRENT_YEAR
3.8652078543526738,-1.0958076547369062,8.8262233634422529,UNADJUSTED_95_PERCENT_CR2_SATTERTHWAITE,2.4316163780913751,LIMON_SUTIL,13010170102,NONE,-0.0037808833821428856,-1,RAIN_ANOM_MM__T,6,0.48866742722517004,ONE_LOCAL_CLIMATE_SD_CHANGE_IN_NATIVE_CROP_YIELD_UNITS,HOLM_STEP_DOWN_WITHIN_CROP_R2_COEFFICIENT_P_VALUES,PROHIBITED,0.12216685680629251,1,30.73991822807303,FALSE,RAIN_Z,1.5895631766498273,RAIN_Z__T,LEMON_FULL_YEAR_T
0.27272121543340244,-1.6815506960769351,2.2269931269437402,UNADJUSTED_95_PERCENT_CR2_SATTERTHWAITE,0.95756577103752583,LIMON_SUTIL,13010170102,NONE,-0.02245610058744385,-1,TMAX_ANOM_C__T,6,1,ONE_LOCAL_CLIMATE_SD_CHANGE_IN_NATIVE_CROP_YIELD_UNITS,HOLM_STEP_DOWN_WITHIN_CROP_R2_COEFFICIENT_P_VALUES,PROHIBITED,0.7777172739382,1,30.498035982941126,FALSE,TMAX_Z,0.2848067711713505,TMAX_Z__T,LEMON_FULL_YEAR_T
-1.4218364937254147,-3.9392843843769181,1.0956113969260888,UNADJUSTED_95_PERCENT_CR2_SATTERTHWAITE,1.2010118243734935,LIMON_SUTIL,13010170102,NONE,0.59762633706658086,1,TMIN_ANOM_C__T,6,0.75413679982264248,ONE_LOCAL_CLIMATE_SD_CHANGE_IN_NATIVE_CROP_YIELD_UNITS,HOLM_STEP_DOWN_WITHIN_CROP_R2_COEFFICIENT_P_VALUES,PROHIBITED,0.25137893327421418,-1,18.596012163529654,FALSE,TMIN_Z,-1.1838655247770888,TMIN_Z__T,LEMON_FULL_YEAR_T
-5.1329158315231336,-9.0406522921462944,-1.2251793708999732,UNADJUSTED_95_PERCENT_CR2_SATTERTHWAITE,1.911415034981774,LIMON_SUTIL,13010170102,NONE,5.0193201688308875e-06,1,RAIN_ANOM_MM__T_MINUS_1,6,0.070860534463628125,ONE_LOCAL_CLIMATE_SD_CHANGE_IN_NATIVE_CROP_YIELD_UNITS,HOLM_STEP_DOWN_WITHIN_CROP_R2_COEFFICIENT_P_VALUES,PROHIBITED,0.011810089077271354,-1,29.266596584157178,FALSE,RAIN_Z,-2.6854009922403259,RAIN_Z__T_MINUS_1,LEMON_FULL_YEAR_T_MINUS_1
-0.37777161167977735,-2.3968803802662695,1.641337156906715,UNADJUSTED_95_PERCENT_CR2_SATTERTHWAITE,0.98238649302361514,LIMON_SUTIL,13010170102,NONE,-0.93145677254736037,-1,TMAX_ANOM_C__T_MINUS_1,6,1,ONE_LOCAL_CLIMATE_SD_CHANGE_IN_NATIVE_CROP_YIELD_UNITS,HOLM_STEP_DOWN_WITHIN_CROP_R2_COEFFICIENT_P_VALUES,PROHIBITED,0.70369531852380995,-1,26.057164949916437,TRUE,TMAX_Z,-0.38454479409327169,TMAX_Z__T_MINUS_1,LEMON_FULL_YEAR_T_MINUS_1
-2.5211463935205005,-4.7957698972009926,-0.24652288984000847,UNADJUSTED_95_PERCENT_CR2_SATTERTHWAITE,1.0691131552651973,LIMON_SUTIL,13010170102,NONE,-4.0857132490015609,-1,TMIN_ANOM_C__T_MINUS_1,6,0.16023254725866701,ONE_LOCAL_CLIMATE_SD_CHANGE_IN_NATIVE_CROP_YIELD_UNITS,HOLM_STEP_DOWN_WITHIN_CROP_R2_COEFFICIENT_P_VALUES,PROHIBITED,0.032046509451733401,-1,15.319888033324055,TRUE,TMIN_Z,-2.3581660941166898,TMIN_Z__T_MINUS_1,LEMON_FULL_YEAR_T_MINUS_1
